#--------------------------------------------------                                                                                                                            
#   Aglomerado Aberto da Galáxia NGC188
#
#  J    (J-H) Memb(%)
#--------------------------------------------------
16.353  0.800   0.0
16.050  0.741   0.0
13.334  0.444  90.0
15.310  0.432   0.0
13.590  0.363  81.0
13.822  0.186  58.0
16.440  0.434  90.0
16.007  0.624  98.0
13.811  0.206  95.0
14.777  0.249  98.0
16.581  0.526  87.0
16.536  0.557   2.0
15.221  0.626  97.0
16.002  0.346   0.0
15.878  0.580   0.0
15.798  0.254  90.0
13.555  0.400  95.0
15.242  0.466  98.0
16.045  1.241   0.0
14.931  0.274  97.0
16.115  0.520  92.0
14.632  0.404   0.0
13.277  0.480   0.0
15.063  0.483  97.0
15.298  0.367   0.0
15.247  0.379   0.0
16.743  0.558   0.0
15.855  0.501  86.0
14.623  0.368  81.0
13.778  0.349  92.0
15.658  0.702   0.0
13.752  0.329  98.0
13.611  0.333  97.0
15.183  0.244  98.0
15.794  0.201  98.0
15.884  0.764  94.0
16.382  0.168  79.0
14.273  0.270  92.0
16.142  0.304  86.0
15.139  0.206   0.0
13.809  0.246  48.0
14.734  0.324  98.0
15.423  0.852   0.0
15.614  0.335  98.0
13.900  0.303  91.0
15.252  0.312  98.0
14.999  0.441  96.0
15.929  0.588  72.0
14.958  0.238  97.0
15.360  0.427  93.0
15.941  0.225   0.0
13.426  0.448   0.0
14.316  0.210  97.0
16.632  0.435   0.0
15.581  0.566  94.0
13.454  0.369  92.0
16.674  0.827  82.0
14.465  0.399  82.0
13.473  0.504  98.0
15.848  0.505   0.0
13.982  0.284  94.0
13.728  0.266   0.0
14.285  0.322  86.0
15.521  0.472  96.0
14.223  0.337  93.0
14.625  0.447  36.0
14.693  0.252  97.0
10.388  0.590  79.0
13.392  0.186  25.0
16.620  0.525   0.0
16.849  0.648  64.0
15.406  0.277  73.0
16.723  0.699   0.0
 8.611  0.154   0.0
13.752  0.328  95.0
16.157  0.219  25.0
15.902  0.272   0.0
16.124  0.289  95.0
16.346  0.564   0.0
15.849  0.582   0.0
16.509  0.532   0.0
13.958  0.594   0.0
15.473  0.403  98.0
16.964  0.762  51.0
14.475  0.331  86.0
13.539  0.539  79.0
16.728  0.572  38.0
15.559  0.473  93.0
15.287  0.361  97.0
14.271  0.610   0.0
15.915  0.225   0.0
16.233  0.700   0.0
15.888  0.502  95.0
13.970  0.283  93.0
16.554  0.616   0.0
11.583  0.239   0.0
16.061  0.528   0.0
13.604  0.460   0.0
15.427  0.494  98.0
16.863  1.040   1.0
14.524  0.418  98.0
14.288  0.584   0.0
13.440  0.357  95.0
16.531  0.397   0.0
16.480  0.750  30.0
16.041  0.695   0.0
16.698  0.947  12.0
16.595  0.930  64.0
16.193  0.621   0.0
16.702  0.537   0.0
16.593  0.857  44.0
13.046  0.591   0.0
16.184  0.750   0.0
13.944  0.322  87.0
11.925  0.485  82.0
10.921  0.589  81.0
13.644  0.384  96.0
15.214  0.366  48.0
14.549  0.425  84.0
12.316  0.275  84.0
14.351  0.357   0.0
16.007  0.285  97.0
10.802  0.580  11.0
11.645  0.293   2.0
14.021  0.278  97.0
15.532  0.354  84.0
15.292  0.548   0.0
14.611  0.406  97.0
11.376  0.584  85.0
16.342  0.706   0.0
15.064  0.267  93.0
13.446  0.523   0.0
15.572  0.470   7.0
16.534  0.725  90.0
15.284  0.386  26.0
15.682  0.479  31.0
14.591  0.367  84.0
15.593  0.331   0.0
16.417  0.482   0.0
16.383  0.586   0.0
14.072  0.632   0.0
14.549  0.257  84.0
14.716  0.337  78.0
15.812  0.788   0.0
15.913  0.572   0.0
14.134  0.448   0.0
13.562  0.412  98.0
14.735  0.341   0.0
16.323  0.665   0.0
14.293  0.427  93.0
14.500  0.267  86.0
14.990  0.389  94.0
15.043  0.407   0.0
13.454  0.325   1.0
 8.580  0.688  75.0
15.703  0.581  94.0
14.265  0.256  91.0
16.126  0.097   0.0
16.542  0.383  80.0
16.587  0.599  22.0
14.904  0.382  98.0
16.400  0.736  92.0
13.134  0.461  98.0
13.713  0.292   0.0
15.130  0.260  94.0
13.710  0.338  81.0
16.623  0.534   0.0
16.271  0.461  24.0
15.023  0.217   0.0
15.856  0.785   0.0
14.551  0.397  98.0
14.628  0.236  98.0
14.447  0.336  85.0
13.713  0.292  52.0
14.780  0.256  88.0
14.401  0.492  91.0
16.564  0.632  81.0
13.064  0.249  78.0
16.017  0.292  96.0
14.936  0.343  98.0
12.733  0.576  85.0
13.722  0.330  95.0
12.524  0.514  85.0
15.120  0.231  98.0
14.322  0.415  84.0
14.550  0.324  83.0
16.757  1.194   0.0
13.813  0.297   0.0
13.826  0.651   0.0
16.543  0.463   0.0
13.027  0.386   0.0
16.219  0.903  93.0
15.787  0.307  92.0
14.031  0.359  86.0
16.218  0.697   0.0
13.187  0.364   0.0
15.219  0.603  92.0
16.246  0.724   0.0
14.793  0.293  97.0
16.543  0.718   0.0
16.453  0.884  79.0
16.239  0.429  65.0
14.261  0.277  83.0
13.611  0.359  96.0
16.125  0.491  24.0
15.747  0.732  92.0
16.190  0.323   0.0
14.840  0.428   0.0
16.465  0.638  93.0
15.239  0.399  65.0
14.696  0.118   0.0
13.469  0.413   0.0
15.289  0.651   0.0
16.497  0.943  94.0
16.447  0.453  89.0
15.159  0.334  96.0
14.281  0.360  86.0
14.195  0.281  91.0
16.639  0.342   0.0
15.433  0.472  97.0
13.535  0.461   0.0
16.367  0.638   0.0
15.533  0.434   0.0
15.492  0.424  97.0
15.734  0.265  82.0
14.855  0.368  98.0
16.530  0.553  93.0
16.334  0.663  91.0
12.914  0.574   0.0
15.849  0.556  95.0
13.384  0.347  34.0
14.015  0.264   0.0
15.671  0.465   0.0
16.735  0.381   0.0
16.139  0.634  91.0
16.503  1.174   0.0
12.223  0.562  44.0
15.192  0.481  69.0
15.803  0.651   0.0
15.974  0.393  83.0
10.823  0.586  67.0
15.009  0.280   0.0
13.985  0.289  96.0
16.232  0.710   0.0
16.666  0.565  18.0
15.309  0.327  94.0
 9.292  0.695  63.0
16.605  0.711   0.0
16.638  0.781   0.0
14.172  0.322  79.0
16.687  0.870   0.0
16.410  0.516   0.0
16.264  0.392   1.0
14.140  0.338  78.0
15.842  0.587   0.0
15.095  0.672   0.0
15.448  0.342  98.0
14.985  0.287   0.0
14.569  0.292  79.0
16.426  0.561  67.0
15.055  0.359   0.0
15.625  0.549   0.0
14.347  0.259  83.0
16.294  1.382   0.0
15.278  0.420   0.0
11.293  0.587  56.0
16.381  0.807  67.0
11.666  0.398   0.0
16.108  0.773  93.0
16.208  0.217  91.0
15.736  0.438   0.0
14.739  0.200  98.0
15.459  0.320  98.0
16.613  0.555   0.0
15.302  0.617   0.0
15.198  0.675  68.0
16.738  0.733   0.0
16.617  0.791   0.0
15.301  0.734   0.0
15.339  0.646   0.0
14.692  0.355  95.0
15.642  0.405  80.0
14.224  0.330   0.0
16.100  0.107  49.0
16.716  0.681   0.0
15.581  0.496   0.0
13.012  0.530   0.0
15.060  0.643   0.0
11.610  0.273   0.0
14.001  0.436   0.0
15.527  0.673   1.0
11.767  0.156  11.0
15.393  0.221  87.0
16.068  0.691  95.0
16.125  0.754  73.0
15.022  0.354   0.0
16.707  0.770  78.0
15.242  0.374  96.0
14.151  0.313  94.0
15.762  0.247  79.0
14.809  0.360   2.0
14.846  0.590   0.0
10.783  0.573  74.0
14.582  0.265  81.0
16.429  0.564   0.0
15.980  0.709   0.0
11.100  0.327   0.0
15.933  0.425  92.0
16.102  0.567  92.0
15.233  0.758   0.0
16.448  0.896  46.0
15.062  0.270   0.0
14.627  0.282  43.0
13.586  0.634   0.0
16.265  0.537   0.0
15.868  0.606   0.0
13.461  0.402  69.0
16.144  0.737   0.0
15.931  0.668  76.0
15.394  0.667   0.0
16.072  0.386  93.0
15.240  0.303  90.0
16.261  0.687   0.0
14.959  0.403  69.0
14.460  0.352   0.0
16.635  1.165   0.0
14.958  0.263   0.0
15.258  0.552   0.0
16.520  0.779   0.0
14.358  0.281  83.0
13.753  0.327   0.0
15.558  0.506   0.0
15.886  0.218   0.0
13.668  0.380   2.0
13.940  0.496  97.0
16.147  0.585  81.0
15.225  0.645  84.0
14.269  0.362  84.0
14.965  0.570   0.0
16.631  1.116   0.0
16.650  1.000   3.0
16.614 -0.146   0.0
16.726  0.976  18.0
16.451  0.704  18.0
16.800  0.795   0.0
15.963  0.604  73.0
15.209  0.476  96.0
15.715  0.550   0.0
16.565  0.346   0.0
15.353  0.522   0.0
16.152  0.604  90.0
16.686  0.566  63.0
15.474  0.614  85.0
16.549  0.649   0.0
14.245  0.334  87.0
16.567  0.795   4.0
12.003  0.336   0.0
15.010  0.432  98.0
16.714  1.000   0.0
16.613  0.765   0.0
13.962  0.309   0.0
12.517  0.302  11.0
 7.064  0.677   9.0
14.103  0.291  89.0
15.312  0.485  89.0
14.264  0.347  14.0
14.879  0.551  21.0
14.735  0.552  79.0
16.230  0.487   0.0
15.469  0.334  86.0
15.720  0.454  21.0
17.218  1.537  60.0
15.879  0.597  74.0
14.822  0.520   0.0
16.711  0.908   0.0
16.215  0.772  72.0
16.630  0.848  90.0
14.171  0.665   0.0
16.665  0.786   0.0
11.125  0.238  28.0
15.507  0.332  74.0
15.218  0.474  63.0
15.823  0.521   0.0
15.208  0.637   0.0
16.788  0.662  75.0
14.869  0.513   0.0
16.427  0.129  24.0
16.464  0.386   3.0
15.650  0.726   0.0
14.389  0.244  88.0
13.897  0.374   0.0
15.255  0.400   0.0
16.476  0.388  65.0
16.022  0.699   0.0
14.703  0.277   0.0
16.594  0.717   0.0
15.759  0.546  75.0
14.440  0.294  98.0
16.416  0.578  92.0
13.510  0.413  49.0
13.577  0.376  78.0
15.266  0.408  82.0
15.338  0.435  92.0
15.186  0.292   0.0
15.328  0.629  83.0
13.541  0.350  84.0
13.800  0.332  95.0
14.752  0.348  98.0
 9.710  0.539   2.0
15.617  0.546  63.0
15.575  0.303   0.0
14.779  0.556   7.0
15.613  0.652  94.0
15.136  0.516  91.0
16.417  1.708   0.0
15.531  0.500   0.0
16.074  0.407   0.0
16.198  0.514  17.0
14.784  0.442  99.0
14.479  0.225   0.0
16.353  0.937   0.0
14.773  0.193  98.0
16.055  0.620  78.0
15.074  0.689   0.0
13.304  0.234  13.0
14.505  0.388  82.0
13.971  0.289  88.0
14.153  0.485   0.0
14.326  0.350  51.0
14.521  0.327  97.0
16.635  0.801   0.0
15.403  0.481   0.0
15.377  0.215  62.0
15.948  0.677   0.0
16.124  0.799   0.0
15.970  0.374  74.0
16.214  0.289   0.0
16.086  0.318  33.0
15.183  0.539  96.0
14.529  0.399  52.0
13.739  0.349  91.0
14.292  0.384  71.0
16.509  0.482  30.0
16.269  0.688  78.0
16.720  0.743  74.0
14.314  0.607   0.0
16.042  0.438   0.0
15.087  0.507   0.0
16.483  0.782   0.0
15.452  0.344  98.0
16.443  0.553   0.0
14.944  0.270  99.0
15.367  0.460  30.0
14.924  0.446   0.0
16.111  0.779  10.0
16.315  0.376   0.0
16.131  0.487   0.0
15.349  0.570   0.0
15.868  0.621  89.0
16.320  0.803   5.0
14.865  0.414  94.0
15.951  0.520  34.0
14.708  0.699   0.0
14.860  0.473   0.0
14.825  0.550   0.0
13.871  0.709   0.0
14.826  0.644  49.0
16.461  0.979   0.0
16.410  0.044   0.0
16.670  0.586   0.0
14.476  0.276  81.0
15.648  0.315  92.0
14.976  0.262  92.0
16.260  0.379   1.0
15.738  0.262   0.0
16.264  0.116   0.0
14.841  0.364   0.0
15.922  0.293   0.0
15.723  0.527   0.0
14.310  0.323  98.0
14.505  0.418  85.0
14.613  0.218   0.0
14.722  0.345  89.0
16.183  0.693   0.0
16.099  0.412  73.0
 9.619  0.212   0.0
14.606  0.309  96.0
16.854  0.610   0.0
16.179  0.591   0.0
13.404  0.643   0.0
12.449  0.315   4.0
12.016  0.200  14.0
15.531  0.539   7.0
16.072  0.633  52.0
16.225  0.583  55.0
