#---------  Match entre o arquivo onde esta contido os dados de StetsonS   -------       1624 estrelas do        ---------
#---------         e o arquivo onde esta contido os dados do 2MASS         -------    Aglomerado aberto NGC188   ---------
#  r(arcmin)  RAJ2000_2m  DEJ2000_2m  RAJ2000_ste  DEJ2000_ste  AJ2000_2m   DEJ2000_2m  AJ2000_ste  DEJ2000_ste  Bmag  e_B  Vmag  e_V
#  Imag  e_I  Jmag   e_J   Hmag   e_H  Kmag  e_K   Memb(%)
 1.4752  0 48 11.425  85 13 51.360  0 48 11.580  85 13 51.500  12.047603  85.230934  12.048250  85.230972 16.519  0.002  15.765  0.003  14.902  0.005  14.348  0.038  14.019  0.044  13.838  0.045  82.
 1.4758  0 49 24.218  85 16  9.350  0 49 24.450  85 16  9.600  12.350907  85.269264  12.351875  85.269341 19.346  0.011  18.213  0.005  16.811  0.006  15.846  0.075  15.258  0.103  15.223  0.138  92.
 1.4813  0 48 16.488  85 16 46.100  0 48 16.660  85 16 46.200  12.068701  85.279472  12.069417  85.279503 15.987  0.002  15.293  0.002  14.457  0.006  13.951  0.051  13.592  0.051  13.426  0.053  77.
 1.5215  0 49 38.886  85 15  5.850  0 49 39.120  85 15  6.000  12.412023  85.251625  12.413000  85.251663 17.337  0.005  16.478  0.005  15.434  0.007  14.815  0.039  14.370  0.077  14.263  0.068   0.
 1.5410  0 47 19.258  85 14 37.060  0 47 19.430  85 14 37.100  11.830242  85.243629  11.830958  85.243637 17.603  0.004  16.796  0.002  15.895  0.004  15.333  0.057  14.865  0.084  14.818  0.113  98.
 1.5477  0 47 33.394  85 16 24.180  0 47 33.510  85 16 24.300  11.889142  85.273384  11.889625  85.273422 17.551  0.031  16.689  0.026  15.714  0.069  15.373  0.053  14.822  0.090  14.690  0.108  82.
 1.5672  0 47 14.743  85 15 50.260  0 47 14.900  85 15 50.400  11.811430  85.263962  11.812083  85.264000 15.645  0.003  14.966  0.002  14.167  0.005  13.702  0.032  13.406  0.038  13.275  0.036  95.
 1.5849  0 47 11.124  85 14 57.940  0 47 11.230  85 14 58.200  11.796349  85.249428  11.796792  85.249496 16.165  0.005  15.501  0.003  14.727  0.004  14.279  0.033  13.933  0.041  13.902  0.060  95.
 1.6275  0 47 36.870  85 16 34.400  0 47 36.980  85 16 34.500  11.903624  85.276222  11.904083  85.276253 15.936  0.002  15.138  0.001  14.271  0.005  13.706  0.032  13.331  0.030  13.280  0.033  67.
 1.6412  0 47 11.967  85 15 53.750  0 47 12.000  85 15 54.300  11.799864  85.264931  11.800000  85.265083 18.998  0.010  17.988  0.004  16.842  0.005  16.188  0.120  15.578  0.156  15.420  0.192  94.
